linkedin_slug,linkedin_url,company_name,tier,tier_label,primary_keyword,size_bracket,description_snippet,discovery_query,page_found,first_seen_at,resolved_domain,resolve_status,matching_people_count
fairfieldchc,https://www.linkedin.com/company/fairfieldchc,Fairfield Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"External link for Fairfield Community Health Center. Industry: Hospitals and Health Care. Company size: 51-200 employees. Headquarters: Lancaster, Ohio. Type ...","site:linkedin.com/company/ ""community health center"" ""51-200""",4,2026-04-17T07:51:46Z,https://fairfieldcommunity.com,needs_review,3
fairview-community-health-center,https://www.linkedin.com/company/fairview-community-health-center,Fairview Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"Fairview Community Health Center | 131 followers on LinkedIn. Fairview ... 51-200 employees. Headquarters: Bowling Green, Kentucky. Type: Nonprofit. Founded ...","site:linkedin.com/company/ ""community health center"" ""51-200""",6,2026-04-17T07:51:48Z,https://www.fairviewcommunityhealth.org,ok,3
family-and-medical-counseling-service-inc-,https://www.linkedin.com/company/family-and-medical-counseling-service-inc-,Family and Medical Counseling Service Inc.,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"FMCS is a community health center located in the historic Anacostia ... 51 - 200 çalışan. Genel Merkez: Washington, DC. Türü: Kâr Amacı Gütmeyen Kuruluş.","site:linkedin.com/company/ ""community health center"" ""51-200""",10,2026-04-17T07:51:53Z,,none,3
finger-lakes-community-health,https://www.linkedin.com/company/finger-lakes-community-health,Finger Lakes Community Health,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 employees. Headquarters: Penn Yan, New York ... We are also part of the National Community Health Center program, offering comprehensive services.","site:linkedin.com/company/ ""community health center"" ""201-500""",9,2026-04-17T07:52:33Z,https://www.fingerlakes.org,ok,3
franklin-primary-health-center,https://www.linkedin.com/company/franklin-primary-health-center,"Franklin Primary Health Center, Inc.",1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"Franklin Primary Health Center, Inc. is a dynamic, non-profit, federally qualified health center with a profound impact on underserved communities in Alabama.","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",3,2026-04-17T07:53:53Z,https://www.lowermyrx.com,wrong_entity,3
fronterahealthcare,https://www.linkedin.com/company/fronterahealthcare,Frontera Healthcare,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"Frontera Healthcare | 564 followers on LinkedIn. Frontera Healthcare is a Federally Qualified Healthcare Center (FQHC) ... 11-50 employees. Headquarters: Menard, ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",2,2026-04-17T07:54:28Z,https://fronterahealthcare.com,parking,3
generations-family-health-center,https://www.linkedin.com/company/generations-family-health-center,Generations Family Health Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"(Generations) is a private, not-for-profit, regional Federally Qualified Health Center ... 51-200 employees. Headquarters: Willimantic ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",17,2026-04-17T07:53:32Z,https://generationsfamily.com,parking,3
great-mines-health-center,https://www.linkedin.com/company/great-mines-health-center,Great Mines Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"Great Mines Health Center is a full service community health center in southeastern Missouri, offering medical and dental services. ... 11-50 pekerja. Ibu ...","site:linkedin.com/company/ ""community health center"" ""11-50""",19,2026-04-17T07:51:24Z,https://gmhcenter.org,ok,3
greater-meridian-clinic-inc,https://www.linkedin.com/company/greater-meridian-clinic-inc,"Greater Meridian Health Clinic, Inc.",1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"(GMHC, Inc.) is a non-profit, Federally Qualified Health Center (FQHC) ... 51-200 employees. Headquarters: Meridian, Mississippi. Type: Nonprofit. Founded ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",7,2026-04-17T07:53:20Z,,none,3
greater-valley-health-center,https://www.linkedin.com/company/greater-valley-health-center,Greater Valley Health Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"... Federally Qualified Health Center, GVHC provides the highest quality of care ... 51-200 employees. Headquarters: Kalispell, Montana. Type: Nonprofit.","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",11,2026-04-17T07:53:25Z,https://greatervalleyhealth.org,ok,3
hhmhealth,https://www.linkedin.com/company/hhmhealth,HHM Health,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"As an FQHC (Federally Qualified Health Center) and a community ... 51-200 employees. Headquarters: Dallas, Texas. Type: Nonprofit. Founded ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",13,2026-04-17T07:55:15Z,https://www.hhmhealth.org,ok,3
high-plains-community-health-center,https://www.linkedin.com/company/high-plains-community-health-center,HIGH PLAINS COMMUNITY HEALTH CENTER,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,HIGH PLAINS COMMUNITY HEALTH CENTER | 210 followers on LinkedIn. Our Family Serving Your Family | Here at High Plains Community Health Center ... 51-200 employees.,"site:linkedin.com/company/ ""community health center"" ""51-200""",7,2026-04-17T07:51:50Z,https://high-plains.org,ok,3
hometown-health-center,https://www.linkedin.com/company/hometown-health-center,HOMETOWN Health Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"... Federally Qualified Health Center that offers medical services, dental ... 51-200 employees. Headquarters: Palmyra, Maine. Type: Nonprofit. Founded: 2003.","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",7,2026-04-17T07:53:20Z,https://hometownhealthcenter.org,ok,3
hyndman-area-health-center-inc.,https://www.linkedin.com/company/hyndman-area-health-center-inc.,"HYNDMAN AREA HEALTH CENTER, INC.",1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51 - 200 çalışan. Genel Merkez: HYNDMAN, Pennsylvania. Türü: Kâr Amacı Gütmeyen ... BRANDON COMMUNITY HEALTH CENTER. Hastaneler ve Sağlık. Brandon, Florida ...","site:linkedin.com/company/ ""community health center"" ""51-200""",10,2026-04-17T07:51:53Z,,none,3
health-center-partners-of-southern-california,https://www.linkedin.com/company/health-center-partners-of-southern-california,Health Center Partners of Southern California,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51-200 pracowników. Siedziba główna: San Diego, California. Rodzaj: Organizacja ... Time is running out for Community Health Center (CHC) funding, and ...","site:linkedin.com/company/ ""community health center"" ""51-200""",1,2026-04-17T07:51:43Z,https://healthcenterpartnersofsoutherncalifornia.org,parking,3
health-choice-network,https://www.linkedin.com/company/health-choice-network,Health Choice Network,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"51–200 Beschäftigte. Hauptsitz: Doral, FL. Art: Nonprofit. Gegründet: 1994. Orte ... FQHC Advocate | Value Based Care |… Hier klicken, um Cindy L.s Profil ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",3,2026-04-17T07:55:03Z,https://www.hcnetwork.org,ok,3
herald-christian-health-center,https://www.linkedin.com/company/herald-christian-health-center,Herald Christian Health Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"... Federally Qualified Health Center (FQHC), we have been proven to provide the ... 51-200 employés. Siège social: ROSEMEAD, California. Type: Non lucratif.","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",3,2026-04-17T07:53:16Z,,none,3
dirne-community-health-center,https://www.linkedin.com/company/dirne-community-health-center,Heritage Health,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 employees. Headquarters: Coeur d'Alene, Idaho. Type: Nonprofit. Founded: 1986. Specialties: Primary Care, Pediatrics, Dental Care, Mental Health, ...","site:linkedin.com/company/ ""community health center"" ""201-500""",14,2026-04-17T07:52:40Z,https://heritage-health.com,parking,3
high-country-community-health,https://www.linkedin.com/company/high-country-community-health,High Country Community Health,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"... community health center with locations in Avery, Burke, and Watauga Counties ... 51–200 Beschäftigte. Hauptsitz: Boone, North Carolina. Art: Nonprofit.","site:linkedin.com/company/ ""community health center"" ""51-200""",11,2026-04-17T07:51:54Z,https://www.highcountrycommunityhealth.com,title_mismatch,3
hopehealthelliscounty,https://www.linkedin.com/company/hopehealthelliscounty,Hope Health Ellis County,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"... Federally Qualified Health Center (FQHC). As an FQHC, we will see patients ... 51-200 employees. Headquarters: Waxahachie, Texas. Type: Nonprofit. Founded ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",18,2026-04-17T07:53:34Z,https://www.hope-health.org,wrong_entity,3
hurttfamilyhealthclinic,https://www.linkedin.com/company/hurttfamilyhealthclinic,Hurtt Family Health Clinic,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"51-200 employees. Headquarters: Tustin, California. Type: Nonprofit. Founded: 2008 ... Federally Qualified Health Center, Walk In Appointments, Same Day ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",25,2026-04-17T07:53:44Z,,none,3
intercare-community-health,https://www.linkedin.com/company/intercare-community-health,InterCare Community Health Network,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"... federally qualified health center dedicated to improving individual health ... 201-500 medarbejdere. Hovedkvarter: Bangor, Michigan. Type: Nonprofit.","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",11,2026-04-17T07:54:03Z,,none,3
jphsa,https://www.linkedin.com/company/jphsa,Jefferson Parish Human Services Authority,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"51-200 employés. Siège social: Metairie, LA. Type: Administration publique ... Federally Qualified Health Center (FQHC) team. #JPHSA #JeffCare ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",26,2026-04-17T07:53:45Z,http://alixoh.com/fk?dat=JHNcO9qivCy0MsLeOIWZIn49fm9weFV5djBFcFZWU3czL0xDMWltRndCYXgraE5hMFE5ZkxSOXZ4Y1ExY2R3ZW16bFpvVlpydysvSzNqYzhIOUZpOXhyY2JuaTI3R0FKNkVpNDVJUHBuM05BUW1MOG5DejNFOGtobzBGN1o5R2k3TDlSMUdSL1NNeTUvdzJ0Ym43N1ZxRFdlYlFXN3lPNFJhQ1I0OWljZlhiVUxxKzVsaWN1bStBSFBxaE0zdFpMT09uK05SWXVQQ0pKUFUwWG5DZFQvVE55TjJPRVdQdndXK2tjdk5KTGY3RGVhR1FjWEZpYTZpSGFyUklLZ0ErUFFpVkRCS3RyOXcrM2FqNXFQZ3U5N2dpY0RPMERuQWFzU1g4dUdHbGhnUVJDY01vSHpxVkcwa01jTDZ4VnlWT1UxTGFhRVg4ZFF1OUxZNkYvTUFNMjZ3ZytGNFVsU2daYzFaTFFOYmVDSlVrYmhaZGVIVUd2dUFKUzE4VldjN1JkeFhuWmlKRUVtLzY3aHkzRVR5cTRUL2JldElzQmRVaWRXVDQvZGRaMjlkZklLOFQ0a293cHVva2V1RnBTVFA1MUo2U3ZlTk1Dd3FtelhWQ2Q2TmRVME1KSFFScEt3bEkwbG1nK0ZJSGxpSlRvcmNKVXBvMzFYWGM0WVVRRzdBPQ%3D%3D,thin_or_dead,3
kccare,https://www.linkedin.com/company/kccare,KC CARE Health Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"One of the largest charitable community health clinics in the country, KC CARE became a Federally Qualified Health Center in 2015. ... 201-500 employees.","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",14,2026-04-17T07:54:07Z,http://www.kc-care.com,parking,3
kcs-inc,https://www.linkedin.com/company/kcs-inc,"KCS, Inc.",1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"KCS, Inc. | 338 followers on LinkedIn. Rooted in Care. Built for Impact. | KCS Health Center is a Federally Qualified Health Center (FQHC) ... 51-200 employees.","site:linkedin.com/company/ ""FQHC"" ""51-200""",27,2026-04-17T07:55:34Z,https://kcs.org,parking,3
keystone-rural-health-center,https://www.linkedin.com/company/keystone-rural-health-center,Keystone Rural Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 employees. Headquarters: Chambersburg, Pennsylvania. Locations. 1948 ... Winn Community Health Center, Inc. Show more similar pages. Show fewer ...","site:linkedin.com/company/ ""community health center"" ""11-50""",11,2026-04-17T07:51:14Z,https://www.keystoneruralhealth.com,ok,3
kingsley-rose,https://www.linkedin.com/company/kingsley-rose,Kingsley-Rose Executive Search,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11–50 pracowników. Siedziba główna: Fishers, Indiana. Rodzaj: Spółka prywatna ... FQHC and/or CHC. VP of Sales – Healthcare Services & Technology: Selling ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",10,2026-04-17T07:54:37Z,https://kes.org/kor,wrong_entity,3
koolauloa-health-center,https://www.linkedin.com/company/koolauloa-health-center,Ko`olauloa Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,The Ko`olauloa Health Center (KHC) is a highly-regarded comprehensive community health center serving O`ahu's east and north shore communities. ... 11-50 pekerja.,"site:linkedin.com/company/ ""community health center"" ""11-50""",22,2026-04-17T07:51:28Z,https://koolauloa.org,parking,3
laguna-medical-systems-inc-,https://www.linkedin.com/company/laguna-medical-systems-inc-,"Laguna Medical Systems, Inc.",1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"... FQHC market. Our comprehensive suite of coding, coding compliance, and ... 11-50 employees. Headquarters: Tinley Park, IL. Type: Privately Held. Founded ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",16,2026-04-17T07:54:45Z,https://lagunamedical.com,parking,3
